date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:38:33	478855/478855	---MCZ	200	added ('OK')	text/html	etag:W/%22611ad9d9-74e87%22	https://htmldemo.net/pallas/pallas/index.html	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/index.html	(from )
13:38:34	405/405	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20May%202022%2008:08:34%20GMT	https://htmldemo.net/robots.txt		(from )
13:38:34	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%226114b555-47e%22	https://htmldemo.net/pallas/pallas/assets/img/favicon.ico	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/assets/img/favicon.ico	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:36	400972/400972	---MCZ	200	added ('OK')	text/css	etag:W/%22611ad9d9-61e4c%22	https://htmldemo.net/pallas/pallas/assets/css/plugins.css	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/assets/css/plugins.css	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:37	270733/270733	---MCZ	200	added ('OK')	text/css	etag:W/%22611ad9d8-4218d%22	https://htmldemo.net/pallas/pallas/assets/css/style.css	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/assets/css/style.css	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:37	60078/60078	---MCZ	200	added ('OK')	text/html	etag:W/%22611ad9d0-eaae%22	https://htmldemo.net/pallas/pallas/checkout.html	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/checkout.html	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:38	48614/48614	---MCZ	200	added ('OK')	text/html	etag:W/%22611ad9d0-bde6%22	https://htmldemo.net/pallas/pallas/cart.html	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/cart.html	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:38	52802/52802	---MCZ	200	added ('OK')	text/html	etag:W/%22611ad9d1-ce42%22	https://htmldemo.net/pallas/pallas/my-account.html	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/my-account.html	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:39	47669/47669	---MCZ	200	added ('OK')	text/html	etag:W/%22611ad9d3-ba35%22	https://htmldemo.net/pallas/pallas/wishlist.html	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/wishlist.html	(from https://htmldemo.net/pallas/pallas/index.html)
13:38:40	1225/1225	---MC-	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2008:08:40%20GMT	https://htmldemo.net/pallas/pallas/assets/img/logo/logo.png	E:/httrack/pallas%20front%20end/htmldemo.net/pallas/pallas/assets/img/logo/logo.png	(from https://htmldemo.net/pallas/pallas/index.html)
